,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
16131078,18:23.0,30.65,2009-02-22 11:18:23 UTC,-73.870778,40.773705,-73.983775,40.7594,2
16780754,42:00.0,8.1,2012-08-18 10:42:00 UTC,-73.99717,40.736502,-73.979917,40.75223,1
21121712,43:00.0,5.7,2011-10-20 09:43:00 UTC,-73.981407,40.762157,-73.990215,40.751692,6
47683722,26:03.0,4.5,2011-12-20 12:26:03 UTC,-73.954674,40.774018,-73.95631,40.779922,2
52164687,20:52.0,4.5,2013-06-09 05:20:52 UTC,-73.989476,40.726193,-73.997748,40.729336,1
36757064,25:00.0,5.3,2009-03-15 21:25:00 UTC,-73.97757,40.75198,-73.993585,40.751213,4
42376031,42:00.0,4,2013-03-14 17:42:00 UTC,-73.979157,40.777608,-73.980965,40.78249,1
33100905,33:00.0,7,2014-04-24 10:33:00 UTC,-74.006328,40.73331,-73.999097,40.747342,1
25033817,55:00.0,9.3,2012-05-07 10:55:00 UTC,-73.948805,40.781772,-73.971057,40.751152,1
897759,55:50.0,4.5,2015-03-05 06:55:50 UTC,-74.01004028,40.72134018,-74.01405334,40.71493912,1
45684461,28:09.0,6.9,2010-01-03 23:28:09 UTC,-74.002657,40.730473,-73.991043,40.717304,1
1895698,40:00.0,5.7,2009-09-02 09:40:00 UTC,-73.975415,40.760972,-73.974468,40.75182,1
54422695,39:00.0,15.7,2010-09-30 12:39:00 UTC,-73.96596,40.758313,-73.912703,40.774192,5
31196464,03:50.0,3.7,2011-10-10 19:03:50 UTC,-73.9748,40.7632,-73.9804,40.7604,2
12010379,40:00.0,8.9,2011-03-13 17:40:00 UTC,-73.971873,40.78195,-73.977763,40.754138,1
29909597,59:41.0,5.7,2009-04-15 10:59:41 UTC,-73.966958,40.764011,-73.974307,40.753865,1
20301297,59:26.0,7.5,2013-01-25 16:59:26 UTC,-73.96034,40.772884,-73.966487,40.758671,1
489710,03:21.0,8.9,2011-07-11 19:03:21 UTC,-73.978142,40.753649,-73.95549,40.778784,1
27994104,29:40.0,14,2013-10-11 16:29:40 UTC,-73.970353,40.751435,-73.951552,40.782028,1
31254380,36:49.0,10.9,2009-05-06 22:36:49 UTC,-73.988837,40.758856,-73.965598,40.793052,1
12991504,04:00.0,6.9,2011-02-16 15:04:00 UTC,-73.98224,40.74281,-73.97656,40.761037,2
42171773,56:00.0,49.8,2011-12-12 12:56:00 UTC,-74.001063,40.73687,-73.786218,40.638558,1
3556002,23:00.0,6.5,2013-11-05 21:23:00 UTC,-73.994337,40.745757,-73.977933,40.743852,1
46254669,16:17.0,4,2015-03-02 04:16:17 UTC,-73.99153137,40.75972366,-73.98568726,40.76279068,2
11554404,22:00.0,14.5,2014-12-02 13:22:00 UTC,-73.974202,40.763227,-73.964748,40.791498,1
41015040,05:47.0,8.5,2015-06-30 20:05:47 UTC,-73.95531464,40.80456161,-73.94232178,40.82852936,1
2504200,04:10.0,14.9,2011-08-25 15:04:10 UTC,-74.0149,40.7112,-73.9826,40.7625,4
4262590,08:31.0,6,2015-02-20 13:08:31 UTC,-73.99410248,40.74105835,-73.98680878,40.74592972,1
43885530,46:39.0,7.7,2010-03-23 06:46:39 UTC,-73.988211,40.779316,-73.961246,40.777623,1
16283072,21:00.0,15.3,2011-10-17 20:21:00 UTC,-73.991575,40.697075,-73.953265,40.73318,1
25061688,29:31.0,19,2014-07-04 11:29:31 UTC,-73.993335,40.75258,-74.010248,40.71989,1
44627185,18:31.0,11.5,2012-10-30 20:18:31 UTC,-74.009086,40.730645,-73.95684,40.712726,1
23968863,20:55.0,8,2015-01-18 02:20:55 UTC,-73.98933411,40.7431221,-73.97142792,40.75101852,1
20606818,18:01.0,13.3,2010-04-24 21:18:01 UTC,-73.993925,40.751598,-74.017627,40.706549,1
21789325,31:00.0,6.1,2012-07-09 06:31:00 UTC,-73.977512,40.746422,-73.991623,40.751487,1
33062892,01:05.0,7.3,2010-07-30 17:01:05 UTC,-73.985258,40.74141,-73.990209,40.756693,3
26299924,14:41.0,15,2012-12-02 13:14:41 UTC,-73.969988,40.763375,-73.978637,40.73117,4
21413726,02:00.0,11.5,2014-05-29 20:02:00 UTC,-73.985737,40.735362,-73.981613,40.714587,1
44606254,50:30.0,10.5,2011-07-01 06:50:30 UTC,-73.955664,40.779163,-73.989653,40.75613,1
12945516,07:00.0,5,2013-03-08 19:07:00 UTC,-73.994775,40.725065,-73.98877,40.729107,1
445147,27:28.0,9.5,2009-01-15 18:27:28 UTC,-73.972916,40.760624,-73.980851,40.748163,1
27511797,33:00.0,4.9,2009-05-25 21:33:00 UTC,-73.964445,40.756255,-73.95303,40.771957,1
32439714,17:30.0,4,2013-08-25 15:17:30 UTC,-73.982477,40.774866,-73.984917,40.77911,1
36201085,03:00.0,12.5,2013-03-16 21:03:00 UTC,-73.991143,40.71754,-73.977985,40.745875,1
11769298,41:48.0,7.3,2010-04-21 18:41:48 UTC,-73.97557,40.751276,-73.95939,40.768783,1
30542211,07:00.0,10,2012-11-21 15:07:00 UTC,-73.99014,40.74637,-73.990105,40.756858,5
6081847,30:00.0,28.5,2014-10-08 07:30:00 UTC,-73.94965,40.780817,-73.872137,40.824217,1
18592106,16:06.0,4.1,2010-08-07 05:16:06 UTC,-73.958083,40.769398,-73.962986,40.759968,1
10386574,33:00.0,6.9,2011-04-13 21:33:00 UTC,-73.956957,40.764093,-73.979155,40.773008,1
45981815,25:00.0,6.5,2014-08-28 08:25:00 UTC,-73.98695,40.739375,-73.980382,40.751117,3
38831660,00:06.0,6.5,2011-11-14 19:00:06 UTC,-73.959901,40.773519,-73.938997,40.790986,1
22261479,53:08.0,35,2014-07-16 22:53:08 UTC,-73.97178,40.75697,-73.810453,40.815277,1
40919742,06:00.0,16.83,2013-05-04 20:06:00 UTC,-73.986377,40.740287,-73.956742,40.744707,5
551656,58:00.0,20,2013-03-02 11:58:00 UTC,-73.946263,40.781192,-74.00107,40.736632,5
44269842,36:38.0,23.83,2014-03-24 20:36:38 UTC,-73.954412,40.787345,-73.916857,40.768366,1
24037991,35:15.0,3.7,2010-06-06 18:35:15 UTC,-73.980921,40.781724,-73.976102,40.787272,2
2024472,23:57.0,7,2013-10-13 20:23:57 UTC,-73.990365,40.757878,-73.982227,40.772617,1
36948177,59:00.0,4.1,2012-03-11 10:59:00 UTC,-73.993563,40.691825,-73.994607,40.697815,1
13256097,35:16.0,34.33,2014-07-24 12:35:16 UTC,-73.985302,40.74409,-73.861717,40.768347,1
46769387,05:48.0,16.5,2011-06-01 09:05:48 UTC,-74.016685,40.706912,-73.973329,40.758846,1
23931462,12:10.0,15.5,2013-08-15 13:12:10 UTC,-73.94129,40.839177,-73.969963,40.789172,1
9011462,47:00.0,7,2014-11-13 22:47:00 UTC,-73.967727,40.760145,-73.952085,40.774562,6
955760,57:00.0,10.5,2011-04-19 20:57:00 UTC,-73.985955,40.74065,-73.946635,40.777362,1
44691434,09:00.0,5.3,2009-06-01 16:09:00 UTC,-73.990755,40.742002,-74.000543,40.729842,3
42118564,35:46.0,4.5,2010-07-19 00:35:46 UTC,-73.98685,40.755099,-73.988847,40.744545,2
37562798,50:00.0,10.5,2011-06-08 19:50:00 UTC,-73.978872,40.750498,-73.9667,40.788907,1
38880171,28:00.0,3.7,2009-05-31 00:28:00 UTC,-74.00114,40.679425,-74.004208,40.68142,1
26414700,43:02.0,20.1,2012-06-20 13:43:02 UTC,-74.004485,40.707008,-73.957242,40.779273,1
31914335,14:46.0,8.5,2011-05-13 08:14:46 UTC,-73.999088,40.734148,-73.979274,40.761389,1
26653527,13:00.0,2.5,2014-12-10 01:13:00 UTC,-73.942627,40.6697,0,0,1
4912142,48:00.0,2.9,2011-01-13 21:48:00 UTC,-73.97442,40.753642,-73.976408,40.753598,3
39676382,06:00.0,29,2011-06-22 19:06:00 UTC,-73.873053,40.774113,-73.976105,40.779677,6
38837002,56:00.0,5.5,2012-12-29 13:56:00 UTC,-73.96583,40.771668,-73.97392,40.782965,2
50124314,17:00.0,9.7,2011-11-06 12:17:00 UTC,-73.986981,40.753522,-73.996068,40.721652,1
50882469,48:00.0,12.9,2012-03-17 21:48:00 UTC,-73.950482,40.779685,-73.975452,40.74546,1
30844601,17:08.0,9.5,2014-01-19 17:17:08 UTC,-73.956179,40.772031,-73.986612,40.766685,1
46725685,40:59.0,22.5,2014-12-02 11:40:59 UTC,-73.960094,40.758299,-73.870356,40.773556,1
26457105,57:16.0,10.5,2015-02-21 13:57:16 UTC,-73.97293854,40.78080368,-73.99324799,40.75772858,1
20874402,48:10.0,14.5,2011-07-19 22:48:10 UTC,-73.955299,40.820058,-73.994925,40.761101,1
14276028,14:00.0,5.5,2013-08-08 20:14:00 UTC,-73.989077,40.743845,-73.983232,40.756035,1
12362997,30:57.0,27.87,2010-04-06 16:30:57 UTC,-73.98667,40.728238,-73.994377,40.751785,1
45338284,45:00.0,37.83,2013-03-23 11:45:00 UTC,-73.87283,40.773987,-73.983152,40.762537,1
35874019,09:20.0,22.1,2012-03-08 00:09:20 UTC,-73.957908,40.721954,-73.955652,40.770221,1
38226035,57:49.0,10.5,2010-11-18 11:57:49 UTC,-73.962468,40.779123,-73.983788,40.76351,1
39037653,49:00.0,7.3,2010-05-05 23:49:00 UTC,-73.977885,40.783723,-73.949115,40.79098,5
3253243,51:13.0,4.5,2012-03-18 09:51:13 UTC,-73.969116,40.766048,-73.976427,40.75908,1
20166443,00:00.0,16.5,2013-07-19 01:00:00 UTC,-73.992487,40.725357,-73.961185,40.707402,1
49012561,19:15.0,10,2013-01-05 14:19:15 UTC,-74.008272,40.714404,-74.005572,40.739645,1
30913250,41:00.0,7.7,2009-03-11 11:41:00 UTC,-74.00647,40.7364,-73.986073,40.731398,1
53690912,48:00.0,13.3,2012-05-17 08:48:00 UTC,0,0,0,0,1
36078219,50:00.0,6.5,2009-07-21 20:50:00 UTC,-73.973172,40.762388,-73.972202,40.747112,5
44824946,55:00.0,6.5,2011-12-28 13:55:00 UTC,-73.986627,40.734032,-73.980693,40.748278,1
15835100,14:00.0,28.83,2013-03-14 18:14:00 UTC,-73.885322,40.773085,-73.953113,40.779352,1
27587699,40:36.0,9,2015-03-10 19:40:36 UTC,-73.96838379,40.76241302,-73.99079895,40.7555542,1
12863668,35:28.0,7.5,2012-09-30 13:35:28 UTC,-73.988439,40.748619,-73.980934,40.767766,4
13467626,56:14.0,6.1,2010-06-02 12:56:14 UTC,-73.967765,40.766112,-73.968657,40.754813,1
4985120,41:31.0,6,2015-01-03 22:41:31 UTC,-73.98680115,40.73937988,-73.97812653,40.74866867,1
45781447,33:30.0,4.5,2011-09-29 19:33:30 UTC,-73.98189,40.760125,-73.985355,40.76123,1
40580207,18:00.0,4.9,2010-01-31 03:18:00 UTC,-74.006805,40.743833,-73.991558,40.740047,1
30259402,36:00.0,7.7,2012-08-02 11:36:00 UTC,-73.968492,40.762002,-73.986813,40.738062,1
38177562,56:57.0,6,2013-02-28 14:56:57 UTC,-73.975892,40.75829,-73.968778,40.767177,1
21648935,17:00.0,6.9,2010-03-09 16:17:00 UTC,-73.952467,40.778063,-73.966742,40.79344,2
23774969,59:24.0,10.5,2010-04-15 22:59:24 UTC,-73.992328,40.753933,-74.009058,40.730658,1
2685996,58:00.0,5.3,2010-08-11 11:58:00 UTC,-73.987857,40.742128,-73.969307,40.760802,1
46606920,31:32.0,10.5,2013-12-15 14:31:32 UTC,-73.96823,40.76177,-73.981904,40.774646,2
31636331,33:00.0,10,2014-08-11 18:33:00 UTC,-73.972387,40.756035,-73.991327,40.727792,1
2970522,04:22.0,14.5,2012-05-06 04:04:22 UTC,-74.009433,40.730361,-73.967133,40.718281,1
15545682,51:00.0,9.3,2011-07-03 21:51:00 UTC,-74.003775,40.753127,-73.990875,40.726682,2
52580912,09:26.0,18.5,2012-02-15 19:09:26 UTC,-73.993348,40.70258,-74.024108,40.60924,1
25748611,23:05.0,5,2013-03-02 14:23:05 UTC,0,0,0,0,2
28490097,17:20.0,8.5,2012-12-26 11:17:20 UTC,-73.968291,40.759393,-73.957511,40.781327,1
48259499,17:00.0,12.9,2010-01-24 09:17:00 UTC,-73.970375,40.756797,-73.961127,40.806432,1
27372943,31:14.0,16,2013-11-13 21:31:14 UTC,-73.988999,40.753512,-74.016028,40.711425,1
27052608,28:56.0,13.3,2010-03-07 01:28:56 UTC,-73.985666,40.718036,-73.978387,40.759745,1
55421687,11:49.0,7.3,2012-01-10 22:11:49 UTC,-73.975187,40.758075,-73.952033,40.775546,1
37173809,08:00.0,24.5,2014-04-16 16:08:00 UTC,-74.013017,40.706692,-73.986165,40.751722,1
52391708,17:56.0,35.04,2015-05-19 20:17:56 UTC,-73.87268066,40.77412033,-73.89256287,40.84609604,1
46714380,04:48.0,8.5,2010-09-29 17:04:48 UTC,-73.969022,40.755086,-73.988101,40.742522,1
31081724,19:32.0,63,2012-10-12 21:19:32 UTC,-73.790004,40.647139,-74.015187,40.649028,1
15815813,50:18.0,8.3,2009-03-17 17:50:18 UTC,-73.97109,40.755195,-73.978292,40.748208,1
7662249,21:00.0,4.1,2009-05-06 18:21:00 UTC,-73.946707,40.780695,-73.94414,40.788275,5
55063784,50:27.0,7.3,2011-07-13 12:50:27 UTC,-73.9804,40.7489,-73.9671,40.7667,0
268664,18:30.0,14.1,2011-04-03 14:18:30 UTC,-73.993209,40.722402,-73.988612,40.759809,1
22841278,08:17.0,10.1,2009-04-19 02:08:17 UTC,-74.004178,40.719671,-74.005662,40.743561,1
35993309,31:00.0,12.5,2013-10-12 10:31:00 UTC,-73.945907,40.779522,-73.982677,40.772217,1
27876322,49:26.0,31,2014-09-29 14:49:26 UTC,-73.983736,40.721465,-73.872381,40.774294,1
26270659,35:00.0,12.5,2014-05-16 20:35:00 UTC,-73.93715,40.801817,-73.969345,40.788527,1
52243553,50:22.0,8.5,2013-09-05 10:50:22 UTC,-73.975595,40.757906,-73.990135,40.756342,1
6361224,24:48.0,4.1,2011-02-12 21:24:48 UTC,-73.965079,40.806499,-73.959881,40.80123,1
49234432,48:00.0,10,2012-10-04 18:48:00 UTC,-73.964985,40.757087,-73.980458,40.739482,4
51289161,54:00.0,6.5,2013-02-10 18:54:00 UTC,-73.981437,40.768297,-73.990695,40.761057,1
13616003,23:00.0,16.9,2011-04-21 23:23:00 UTC,-74.010175,40.70488,-73.983632,40.778552,1
51271689,12:00.0,6.5,2011-12-23 17:12:00 UTC,-74.000708,40.731917,-73.98767,40.74979,1
5538896,43:00.0,4.1,2012-05-17 08:43:00 UTC,-73.978238,40.754727,-73.975663,40.760572,2
20962853,18:07.0,14.9,2009-09-03 12:18:07 UTC,-74.008355,40.73558,-73.972277,40.762038,1
10593681,25:56.0,42.04,2015-04-16 10:25:56 UTC,-73.87316895,40.77414322,-73.98122406,40.71079254,4
20792054,52:00.0,5.7,2011-12-01 15:52:00 UTC,-73.957865,40.782232,-73.96488,40.769972,2
39678914,13:00.0,9.5,2014-09-08 09:13:00 UTC,-73.99476,40.725877,-74.01016,40.720557,2
2660507,42:51.0,6.9,2012-01-30 13:42:51 UTC,-73.970362,40.764553,-73.954073,40.766945,1
16752972,05:38.0,15,2014-11-03 16:05:38 UTC,-73.938098,40.753402,-73.985315,40.747535,1
37639554,23:00.0,9.5,2014-09-05 11:23:00 UTC,-73.987802,40.740897,-73.974062,40.760157,5
55203438,46:00.0,18.9,2012-03-29 18:46:00 UTC,-73.956995,40.7708,-74.008463,40.720672,2
1671087,44:57.0,8.5,2014-02-12 13:44:57 UTC,-73.994742,40.740183,-73.989538,40.752572,1
299078,36:59.0,8.9,2009-05-08 20:36:59 UTC,-73.977897,40.7422,-74.001633,40.735566,1
33674005,53:43.0,4.5,2010-05-03 12:53:43 UTC,-73.980732,40.753621,-73.988037,40.750549,3
25612172,56:00.0,3.5,2013-09-27 06:56:00 UTC,-73.989272,40.757872,-73.98495,40.761907,1
8978903,30:00.0,16.5,2013-12-13 12:30:00 UTC,-73.981835,40.74352,-73.958607,40.78162,2
6459070,20:06.0,5.5,2015-01-22 22:20:06 UTC,-73.98297119,40.74201584,-73.97995758,40.73234177,1
11224913,51:00.0,5.7,2011-01-06 22:51:00 UTC,-73.994765,40.72498,-73.985442,40.738927,1
29959065,13:00.0,6,2012-09-22 18:13:00 UTC,-73.982205,40.770427,-73.985432,40.762812,1
36913594,59:42.0,16.1,2011-04-06 13:59:42 UTC,-73.994111,40.751184,-73.980583,40.711337,1
2090655,04:00.0,6.1,2012-03-12 09:04:00 UTC,-73.962173,40.76748,-73.97234,40.76512,1
52392966,59:40.0,20,2012-12-01 08:59:40 UTC,-73.997841,40.735927,-73.969093,40.792649,1
38629100,33:00.0,4.9,2009-04-03 22:33:00 UTC,-74.003582,40.732347,-73.99933,40.726587,5
12044506,59:35.0,6,2014-07-09 19:59:35 UTC,-73.981791,40.736883,-73.982931,40.723467,1
37228738,27:00.0,11,2014-04-01 10:27:00 UTC,-73.959097,40.774595,-73.97512,40.751852,4
16289231,46:15.0,8.9,2010-05-13 11:46:15 UTC,-73.985178,40.727698,-73.974556,40.759831,1
40660735,47:36.0,3.7,2011-04-02 19:47:36 UTC,-73.980007,40.780512,-73.97986,40.78543,1
25300147,16:05.0,13.5,2015-03-22 04:16:05 UTC,-74.00232697,40.74993134,-73.96279907,40.76079178,1
19959932,44:59.0,5.5,2014-12-11 23:44:59 UTC,-73.989735,40.75685,-73.996679,40.760177,1
17365553,14:00.0,6.5,2010-10-26 21:14:00 UTC,-73.994185,40.724565,-73.978417,40.744393,1
11179409,37:11.0,9.3,2011-11-28 12:37:11 UTC,-73.99525,40.749857,-73.961847,40.759696,1
42011751,22:00.0,16.5,2009-05-30 23:22:00 UTC,-73.987077,40.718292,-74.002243,40.67601,1
15249894,44:12.0,10.1,2010-04-10 23:44:12 UTC,-73.980551,40.751,-73.997908,40.719586,3
12724763,21:41.0,6.5,2009-05-20 09:21:41 UTC,-73.981714,40.772419,-73.96974,40.790465,1
42931000,14:57.0,8.1,2009-09-27 02:14:57 UTC,-73.996397,40.76333,-73.967653,40.752166,1
6380948,37:00.0,5.3,2012-02-23 22:37:00 UTC,-73.983197,40.734308,-73.988298,40.723388,1
31880810,31:00.0,9,2014-12-16 14:31:00 UTC,-73.9941,40.75121,-73.98525,40.76036,1
18806262,33:27.0,8.6,2009-04-12 03:33:27 UTC,-74.006535,40.739551,-73.985088,40.759725,3
37194311,35:00.0,57.33,2014-12-31 10:35:00 UTC,-73.973275,40.790292,-73.783227,40.643807,2
16018219,13:40.0,10.9,2010-01-07 00:13:40 UTC,-73.961163,40.764849,-73.916202,40.769238,1
35497841,55:26.0,10.5,2012-01-26 20:55:26 UTC,-73.99285,40.734021,-73.959405,40.763208,1
35592389,48:09.0,6.3,2009-03-16 17:48:09 UTC,0,0,0,0,2
44262232,12:52.0,8,2012-11-06 00:12:52 UTC,-73.979224,40.761955,-73.982248,40.781319,1
21753884,22:00.0,4.5,2009-03-14 08:22:00 UTC,-73.981405,40.761463,-73.984232,40.773977,1
26345273,36:00.0,45,2012-04-30 18:36:00 UTC,-73.788587,40.641965,-74.010247,40.722202,1
4475530,13:17.0,13.7,2011-03-02 06:13:17 UTC,-74.00946,40.713045,-73.982049,40.775411,1
31423601,05:04.0,8.2,2009-02-21 22:05:04 UTC,-73.991368,40.744728,-73.989683,40.726071,2
15757754,13:15.0,6.5,2015-05-31 22:13:15 UTC,-73.94271851,40.72093964,-73.958992,40.71236801,1
52834853,43:00.0,7.5,2013-10-03 15:43:00 UTC,-73.961632,40.768175,-73.948235,40.779805,1
13408036,01:27.0,7.3,2010-12-15 15:01:27 UTC,-74.008306,40.707966,-74.016038,40.711217,2
33794372,05:00.0,6.9,2011-04-05 14:05:00 UTC,-73.962542,40.805358,-73.957122,40.786233,1
23762162,38:44.0,26.9,2011-01-01 17:38:44 UTC,-73.874609,40.774104,-73.973977,40.66815,1
54030171,48:00.0,21.3,2012-07-18 12:48:00 UTC,-73.777113,40.645237,-73.714305,40.675926,1
31009121,26:00.0,7.3,2009-10-02 18:26:00 UTC,-73.985967,40.722642,-73.989602,40.738743,5
4825923,31:02.0,15.3,2012-08-23 23:31:02 UTC,-73.989425,40.760677,-73.923385,40.774296,1
15938342,48:00.0,9,2014-11-09 00:48:00 UTC,-73.936095,40.763927,-73.910892,40.758432,1
38445780,52:43.0,13.5,2015-01-23 11:52:43 UTC,-73.99266815,40.74857712,-73.97328186,40.75685883,1
30137188,36:00.0,5.5,2013-10-14 13:36:00 UTC,-73.980327,40.765512,-73.979687,40.76122,1
48820875,44:00.0,3.7,2011-05-23 12:44:00 UTC,-73.971462,40.763802,-73.965675,40.771533,1
9673436,44:48.0,6.1,2010-09-07 23:44:48 UTC,-73.979847,40.757625,-73.986322,40.742795,1
12359781,34:50.0,20.5,2012-04-22 03:34:50 UTC,-73.959319,40.71639,-73.952149,40.786412,1
23782039,15:55.0,4.5,2014-03-31 16:15:55 UTC,-73.957965,40.77851,-73.961022,40.771625,1
28725595,35:28.0,8,2014-05-19 22:35:28 UTC,-73.982267,40.738031,-73.994233,40.724666,1
22362707,55:00.0,4.9,2011-10-17 22:55:00 UTC,-73.997375,40.737582,-73.996572,40.747858,2
49181806,34:26.0,4,2013-01-14 08:34:26 UTC,-73.958632,40.764072,-73.953084,40.771748,1
28875188,34:15.0,20.5,2013-04-09 23:34:15 UTC,-73.975226,40.761748,-73.894896,40.755729,2
8892504,05:07.0,8.1,2012-03-02 12:05:07 UTC,-73.997446,40.741583,-73.978953,40.744546,1
19273187,44:49.0,8.5,2011-01-02 20:44:49 UTC,-73.99668,40.71638,-73.96179,40.71384,3
5664042,49:57.0,7,2009-03-29 02:49:57 UTC,-73.982233,40.764415,-73.98147,40.77908,2
33921042,26:47.0,13.5,2013-10-25 08:26:47 UTC,-73.964393,40.764757,-73.987165,40.748637,1
47216735,51:00.0,5.3,2009-02-10 13:51:00 UTC,-73.98352,40.75468,-73.98858,40.74648,1
33513955,53:34.0,30.5,2013-05-12 19:53:34 UTC,-73.971872,40.794603,-73.884013,40.747579,1
5250826,42:38.0,6.9,2009-11-09 07:42:38 UTC,-73.974632,40.788403,-73.980708,40.76587,1
13023426,36:00.0,11.3,2012-03-28 10:36:00 UTC,-73.984785,40.748778,-74.00859,40.71137,5
25871248,15:21.0,8.9,2010-12-28 22:15:21 UTC,-73.968611,40.786473,-73.956805,40.765658,2
39965001,44:14.0,3.3,2010-10-04 01:44:14 UTC,-73.991555,40.749957,-73.994394,40.745968,1
11160552,21:00.0,10,2013-01-02 08:21:00 UTC,-73.966187,40.773897,-73.98457,40.747257,1
15538461,06:00.0,7,2014-10-24 22:06:00 UTC,-73.982302,40.751262,-73.977817,40.764132,6
50356240,48:00.0,6.9,2010-06-12 21:48:00 UTC,-73.97042,40.75195,-73.985132,40.728985,1
1351169,04:00.0,12.1,2009-12-11 21:04:00 UTC,-73.994887,40.750127,-74.017895,40.709295,2
42225623,57:59.0,35.8,2013-01-21 20:57:59 UTC,-73.863241,40.769054,-73.972796,40.749172,1
31872735,04:18.0,7,2013-03-06 22:04:18 UTC,-73.99803,40.741045,-74.004272,40.721844,1
14730985,29:00.0,8,2013-07-18 12:29:00 UTC,-73.955972,40.787542,-73.976525,40.77734,1
22812173,07:00.0,29.7,2010-09-01 15:07:00 UTC,-73.871147,40.773643,-73.710408,40.735022,5
21891349,39:22.0,5.5,2015-02-09 20:39:22 UTC,-73.96080017,40.75717926,-73.9675827,40.75534821,3
49008355,21:58.0,24.5,2015-05-16 18:21:58 UTC,-73.97078705,40.75854874,-73.99421692,40.68170929,5
48777010,00:55.0,22.5,2011-04-15 13:00:55 UTC,-73.991104,40.750016,-73.940195,40.841347,1
10412139,20:32.0,7.5,2013-06-08 13:20:32 UTC,-73.994933,40.751041,-73.98686,40.761264,1
53109126,39:59.0,8.5,2011-12-02 17:39:59 UTC,-73.986046,40.757685,-73.984141,40.748934,1
12725096,51:50.0,7.3,2012-03-22 09:51:50 UTC,-73.986303,40.733845,-73.972881,40.745182,1
6513435,48:00.0,10.5,2014-04-13 10:48:00 UTC,-73.963725,40.757407,-73.932257,40.795205,6
6114341,58:00.0,5.7,2010-04-14 19:58:00 UTC,-73.995682,40.76457,-73.991072,40.751308,1
43561170,07:28.0,13.5,2014-03-26 15:07:28 UTC,0,0,0,0,1
43638610,20:06.0,11,2014-03-11 11:20:06 UTC,-73.951722,40.77372,-73.970586,40.767484,2
22250198,23:30.0,11.5,2013-10-17 22:23:30 UTC,-73.990003,40.71925,-73.981273,40.686352,1
16456165,04:29.0,12,2015-02-21 13:04:29 UTC,-73.98247528,40.7572937,-73.95531464,40.76884842,1
4586879,36:13.0,11,2015-05-11 08:36:13 UTC,-73.99469757,40.75007248,-73.98467255,40.74268723,1
22268185,37:46.0,15,2015-02-10 17:37:46 UTC,-73.97248077,40.76390839,-73.95153046,40.80432129,1
38897200,39:49.0,7.5,2015-01-28 07:39:49 UTC,-73.95423126,40.78145981,-73.95772552,40.76683426,1
30994527,29:43.0,5.7,2012-08-02 14:29:43 UTC,-73.975856,40.788836,-73.966074,40.804848,1
34607145,08:23.0,16.1,2009-12-28 11:08:23 UTC,-73.9868,40.759708,-74.01657,40.704779,4
434756,41:42.0,7.9,2009-01-16 16:41:42 UTC,-73.978929,40.736307,-73.973714,40.757017,1
54944109,59:27.0,7.3,2011-05-03 11:59:27 UTC,-73.990933,40.741888,-73.982627,40.727368,1
9903246,14:18.0,3.7,2010-04-05 20:14:18 UTC,-73.984732,40.745442,-73.978401,40.751578,1
13232370,34:09.0,49.83,2013-11-03 14:34:09 UTC,-73.782555,40.64405,-73.830064,40.840411,2
27503500,48:07.0,8.5,2009-07-10 22:48:07 UTC,-73.980786,40.755648,-73.956707,40.77576,1
42607518,36:28.0,3.3,2009-10-24 21:36:28 UTC,-73.972114,40.760399,-73.969606,40.764248,2
43064229,16:00.0,15.7,2010-01-28 07:16:00 UTC,-73.97813,40.78795,-74.013815,40.714557,1
8158447,37:15.0,20,2014-12-01 07:37:15 UTC,-73.959389,40.763294,-73.927451,40.832246,1
52200482,38:00.0,7,2014-09-03 19:38:00 UTC,-73.975335,40.755992,-73.979517,40.74371,1
13968992,32:07.0,4.5,2011-02-11 13:32:07 UTC,-73.957744,40.779702,-73.958195,40.77585,1
17037868,25:21.0,8.5,2014-05-17 23:25:21 UTC,-74.004349,40.713403,-73.990216,40.729352,1
48328336,53:42.0,8.9,2012-05-07 11:53:42 UTC,-73.9761,40.751014,-73.999681,40.730957,1
15855774,16:00.0,14.5,2012-10-30 00:16:00 UTC,-73.927297,40.818717,-73.867225,40.818937,1
55280556,54:00.0,7.5,2013-06-14 18:54:00 UTC,-73.970582,40.764197,-73.954327,40.787,1
39750483,46:00.0,7.3,2009-11-13 16:46:00 UTC,-73.973397,40.784822,-73.94814,40.778727,1
50987666,41:00.0,19.5,2014-05-17 09:41:00 UTC,-73.98421,40.754707,-74.014675,40.712117,1
49989255,25:00.0,8,2013-03-16 01:25:00 UTC,-73.992438,40.73049,-73.989187,40.723097,1
23365031,32:55.0,9.3,2011-01-30 12:32:55 UTC,-73.972427,40.755086,-74.001217,40.756963,1
31798451,55:38.0,13,2009-04-04 03:55:38 UTC,-73.992425,40.720987,-73.99165,40.665816,1
6055113,21:00.0,45,2010-06-28 12:21:00 UTC,-73.788013,40.641555,-74.005728,40.740462,1
10974635,37:05.0,6.1,2011-07-18 11:37:05 UTC,-73.950048,40.780586,-73.963322,40.772048,1
52276076,07:20.0,16.5,2014-07-03 17:07:20 UTC,-73.972687,40.780868,-73.993018,40.733783,2
38196447,08:32.0,17,2014-02-06 21:08:32 UTC,-73.981921,40.763107,-73.996571,40.722115,1
